#Digilent WaveForms Oscilloscope Acquisition
#Device Name: EExplorer
#Serial Number: SN:210151262793
#Date Time: 2020-04-24 20:43:23.466
#Sample rate: 2000Hz
#Samples: 60000
#Trigger: Source: EKG Board Output Type: Edge Condition: Rising Level: 500 mV Hyst.: Auto HoldOff: 0 s
#EKG Board Output: Range: 100 mV/div Offset: -688 mV Attenuation: 1 X
#Wavegen Channel 1: Disabled
#Mode: Simple
#Type: Sine
#Frequency: 5 Hz
#Period: 200 ms
#Amplitude: 10 mV
#Offset: 130 mV
#Symmetry: 50 %
#Phase: 0 °
#Wavegen Channel 2: Disabled
#Mode: Simple
#Type: Sine
#Frequency: 5 Hz
#Period: 200 ms
#Amplitude: 10 mV
#Offset: 15 mV
#Symmetry: 50 %
#Phase: 180 °
#Power Supplies: ON
#Fixed Supply: OFF
#Voltage: 3.3 V
#Positive Supply: ON
#Voltage: 4 V Readback: 3.998 V
#Current: 500 mA Readback: 20 mA
#Negative Supply: OFF
#Voltage: -2 V
#Current: -500 mA
#Reference 1: OFF
#Voltage: 0 V
#Reference 2: OFF
#Voltage: 0 V

#Gathering EKG Data
#2020/04/24
#EKG-1.0
#Filename indicates configuration
#30 second recording, 2kHz sample rate, 60k samples
#Time (s),EKG Board Output (V)
-15,0.6981271445207383
-14.9995,0.6971503156805235
-14.999,0.6971503156805235
-14.9985,0.6971503156805235
-14.998,0.6971503156805235
-14.9975,0.6971503156805235
-14.997,0.6961734868403088
-14.9965,0.6961734868403088
-14.996,0.6971503156805235
-14.9955,0.6971503156805235
-14.995,0.6961734868403088
-14.9945,0.6971503156805235
-14.994,0.6961734868403088
-14.9935,0.6971503156805235
-14.993,0.6961734868403088
-14.9925,0.6971503156805235
-14.992,0.6971503156805235
-14.9915,0.6971503156805235
-14.991,0.6971503156805235
-14.9905,0.6981271445207383
-14.99,0.6971503156805235
-14.9895,0.6961734868403088
-14.989,0.6981271445207383
-14.9885,0.6971503156805235
-14.988,0.6971503156805235
-14.9875,0.6981271445207383
-14.987,0.6971503156805235
-14.9865,0.6971503156805235
-14.986,0.6971503156805235
-14.9855,0.6971503156805235
-14.985,0.6971503156805235
-14.9845,0.6971503156805235
-14.984,0.6971503156805235
-14.9835,0.6971503156805235
-14.983,0.6961734868403088
-14.9825,0.6961734868403088
-14.982,0.6961734868403088
-14.9815,0.6961734868403088
-14.981,0.695196658000094
-14.9805,0.6961734868403088
-14.98,0.6961734868403088
-14.9795,0.6961734868403088
-14.979,0.695196658000094
-14.9785,0.695196658000094
-14.978,0.695196658000094
-14.9775,0.695196658000094
-14.977,0.695196658000094
-14.9765,0.695196658000094
-14.976,0.695196658000094
-14.9755,0.695196658000094
-14.975,0.6961734868403088
-14.9745,0.695196658000094
-14.974,0.6961734868403088
-14.9735,0.6961734868403088
-14.973,0.6961734868403088
-14.9725,0.6961734868403088
-14.972,0.6961734868403088
-14.9715,0.6961734868403088
-14.971,0.6971503156805235
-14.9705,0.6971503156805235
-14.97,0.6971503156805235
-14.9695,0.6961734868403088
-14.969,0.6961734868403088
-14.9685,0.6961734868403088
-14.968,0.6961734868403088
-14.9675,0.695196658000094
-14.967,0.6961734868403088
-14.9665,0.6961734868403088
-14.966,0.695196658000094
-14.9655,0.695196658000094
-14.965,0.695196658000094
-14.9645,0.6961734868403088
-14.964,0.6942198291598792
-14.9635,0.695196658000094
-14.963,0.695196658000094
-14.9625,0.6942198291598792
-14.962,0.695196658000094
-14.9615,0.6942198291598792
-14.961,0.695196658000094
-14.9605,0.695196658000094
-14.96,0.6942198291598792
-14.9595,0.695196658000094
-14.959,0.6942198291598792
-14.9585,0.695196658000094
-14.958,0.695196658000094
-14.9575,0.695196658000094
-14.957,0.695196658000094
-14.9565,0.6961734868403088
-14.956,0.695196658000094
-14.9555,0.695196658000094
-14.955,0.695196658000094
-14.9545,0.695196658000094
-14.954,0.6961734868403088
-14.9535,0.695196658000094
-14.953,0.695196658000094
-14.9525,0.695196658000094
-14.952,0.695196658000094
-14.9515,0.695196658000094
-14.951,0.695196658000094
-14.9505,0.695196658000094
-14.95,0.6942198291598792
-14.9495,0.6942198291598792
-14.949,0.695196658000094
-14.9485,0.6942198291598792
-14.948,0.695196658000094
-14.9475,0.6942198291598792
-14.947,0.6942198291598792
-14.9465,0.6932430003196645
-14.946,0.6942198291598792
-14.9455,0.6942198291598792
-14.945,0.6942198291598792
-14.9445,0.6932430003196645
-14.944,0.6932430003196645
-14.9435,0.6942198291598792
-14.943,0.6942198291598792
-14.9425,0.6942198291598792
-14.942,0.6942198291598792
-14.9415,0.695196658000094
-14.941,0.695196658000094
-14.9405,0.695196658000094
-14.94,0.695196658000094
-14.9395,0.695196658000094
-14.939,0.695196658000094
-14.9385,0.695196658000094
-14.938,0.695196658000094
-14.9375,0.695196658000094
-14.937,0.695196658000094
-14.9365,0.695196658000094
-14.936,0.695196658000094
-14.9355,0.695196658000094
-14.935,0.695196658000094
-14.9345,0.695196658000094
-14.934,0.695196658000094
-14.9335,0.6942198291598792
-14.933,0.6942198291598792
-14.9325,0.695196658000094
-14.932,0.6942198291598792
-14.9315,0.6942198291598792
-14.931,0.6942198291598792
-14.9305,0.6932430003196645
-14.93,0.6942198291598792
-14.9295,0.6942198291598792
-14.929,0.6932430003196645
-14.9285,0.6932430003196645
-14.928,0.6942198291598792
-14.9275,0.6942198291598792
-14.927,0.6942198291598792
-14.9265,0.6942198291598792
-14.926,0.695196658000094
-14.9255,0.6942198291598792
-14.925,0.695196658000094
-14.9245,0.6942198291598792
