#Digilent WaveForms Oscilloscope Acquisition
#Device Name: EExplorer
#Serial Number: SN:210151262793
#Date Time: 2020-04-24 20:36:57.723
#Sample rate: 2000Hz
#Samples: 60000
#Trigger: Source: EKG Board Output Type: Edge Condition: Rising Level: 500 mV Hyst.: Auto HoldOff: 0 s
#EKG Board Output: Range: 20 mV/div Offset: -688 mV Attenuation: 1 X
#Wavegen Channel 1: Disabled
#Mode: Simple
#Type: Sine
#Frequency: 5 Hz
#Period: 200 ms
#Amplitude: 10 mV
#Offset: 130 mV
#Symmetry: 50 %
#Phase: 0 °
#Wavegen Channel 2: Disabled
#Mode: Simple
#Type: Sine
#Frequency: 5 Hz
#Period: 200 ms
#Amplitude: 10 mV
#Offset: 15 mV
#Symmetry: 50 %
#Phase: 180 °
#Power Supplies: ON
#Fixed Supply: OFF
#Voltage: 3.3 V
#Positive Supply: ON
#Voltage: 4 V Readback: 3.998 V
#Current: 500 mA Readback: 18 mA
#Negative Supply: OFF
#Voltage: -2 V
#Current: -500 mA
#Reference 1: OFF
#Voltage: 0 V
#Reference 2: OFF
#Voltage: 0 V

#Gathering EKG Data
#2020/04/24
#EKG-1.0
#Filename indicates configuration
#30 second recording, 2kHz sample rate, 60k samples
#Time (s),EKG Board Output (V)
-1.714,0.691690542981315
-1.7135,0.6901206376329753
-1.713,0.6909055903071452
-1.7125,0.6909055903071452
-1.712,0.6901206376329753
-1.7115,0.6893356849588054
-1.711,0.6893356849588054
-1.7105,0.6901206376329753
-1.71,0.6893356849588054
-1.7095,0.6893356849588054
-1.709,0.6901206376329753
-1.7085,0.6901206376329753
-1.708,0.6909055903071452
-1.7075,0.6901206376329753
-1.707,0.691690542981315
-1.7065,0.691690542981315
-1.706,0.6924754956554849
-1.7055,0.6924754956554849
-1.705,0.6932604483296548
-1.7045,0.6940454010038246
-1.704,0.6932604483296548
-1.7035,0.6948303536779945
-1.703,0.6948303536779945
-1.7025,0.6948303536779945
-1.702,0.6956153063521644
-1.7015,0.6948303536779945
-1.701,0.6948303536779945
-1.7005,0.6940454010038246
-1.7,0.6948303536779945
-1.6995,0.6932604483296548
-1.699,0.6932604483296548
-1.6985,0.6932604483296548
-1.698,0.691690542981315
-1.6975,0.691690542981315
-1.697,0.6909055903071452
-1.6965,0.691690542981315
-1.696,0.6901206376329753
-1.6955,0.6909055903071452
-1.695,0.6893356849588054
-1.6945,0.6909055903071452
-1.694,0.6901206376329753
-1.6935,0.6901206376329753
-1.693,0.6901206376329753
-1.6925,0.6901206376329753
-1.692,0.6901206376329753
-1.6915,0.6909055903071452
-1.691,0.6909055903071452
-1.6905,0.6909055903071452
-1.69,0.691690542981315
-1.6895,0.691690542981315
-1.689,0.6924754956554849
-1.6885,0.6924754956554849
-1.688,0.6932604483296548
-1.6875,0.6940454010038246
-1.687,0.6940454010038246
-1.6865,0.6948303536779945
-1.686,0.6948303536779945
-1.6855,0.6948303536779945
-1.685,0.6956153063521644
-1.6845,0.6948303536779945
-1.684,0.6940454010038246
-1.6835,0.6948303536779945
-1.683,0.6940454010038246
-1.6825,0.6932604483296548
-1.682,0.6924754956554849
-1.6815,0.691690542981315
-1.681,0.691690542981315
-1.6805,0.6909055903071452
-1.68,0.6909055903071452
-1.6795,0.6901206376329753
-1.679,0.6901206376329753
-1.6785,0.6909055903071452
-1.678,0.6893356849588054
-1.6775,0.6901206376329753
-1.677,0.6901206376329753
-1.6765,0.6901206376329753
-1.676,0.6901206376329753
-1.6755,0.6901206376329753
-1.675,0.6901206376329753
-1.6745,0.6901206376329753
-1.674,0.6909055903071452
-1.6735,0.691690542981315
-1.673,0.691690542981315
-1.6725,0.691690542981315
-1.672,0.6924754956554849
-1.6715,0.6924754956554849
-1.671,0.6940454010038246
-1.6705,0.6940454010038246
-1.67,0.6940454010038246
-1.6695,0.6948303536779945
-1.669,0.6940454010038246
-1.6685,0.6940454010038246
-1.668,0.6940454010038246
-1.6675,0.6948303536779945
-1.667,0.6940454010038246
-1.6665,0.6940454010038246
-1.666,0.6932604483296548
-1.6655,0.6924754956554849
-1.665,0.6924754956554849
-1.6645,0.6909055903071452
-1.664,0.6909055903071452
-1.6635,0.6901206376329753
-1.663,0.6909055903071452
-1.6625,0.6901206376329753
-1.662,0.6893356849588054
-1.6615,0.6901206376329753
-1.661,0.6901206376329753
-1.6605,0.6901206376329753
-1.66,0.6893356849588054
-1.6595,0.6893356849588054
-1.659,0.6901206376329753
-1.6585,0.6901206376329753
-1.658,0.6901206376329753
-1.6575,0.6901206376329753
-1.657,0.6901206376329753
-1.6565,0.691690542981315
-1.656,0.691690542981315
-1.6555,0.691690542981315
-1.655,0.6924754956554849
-1.6545,0.6924754956554849
-1.654,0.6940454010038246
-1.6535,0.6932604483296548
-1.653,0.6948303536779945
-1.6525,0.6940454010038246
-1.652,0.6948303536779945
-1.6515,0.6940454010038246
-1.651,0.6948303536779945
-1.6505,0.6940454010038246
